,priority_pollutant_type,registration_number_of_the_contaminated_site_in_the_register,location_of_the_contaminated_site,administrative_region,longitude,latitude,land_category_before_pollution,сontaminated_site_area_hectares,the_level_of_oil_pollution_of_soils_and_lands_mg_kg,level_of_oil_products_in_bottom_sediments_of_water_mg_kg_and_on_surface_waters_mg_cubic_dm,date_of_last_spill
4080,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2019-7,к.40-к.33,Нефтеюганский,71.2911111111111,60.74138888888889,земли промышленности; земли лесного фонда ,0.0276,не учитывается,вне акватоий,17.07.2019               09.09.2019
4081,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2019-8,т.9 – т.8,Нефтеюганский,71.25083333333333,60.72527777777778,земли лесного фонда ,0.1065,не учитывается,вне акватоий,2019-08-09 00:00:00
4082,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2019-9,т.вр.13 – КНС-17,Нефтеюганский,71.22611111111111,60.745,земли лесного фонда ,0.0046,не учитывается,вне акватоий,2019-09-25 00:00:00
4083,Нефть,РН-ЮНГ-ЗПСАЛ-2019-10,к.38-т.10,Нефтеюганский,71.22111111111111,60.73027777777778,земли лесного фонда ,1.6489,не учитывается,вне акватоий,2019-11-13 00:00:00
4084,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2019-11,т.9 – т.8,Нефтеюганский,71.25333333333333,60.724722222222226,земли лесного фонда ,0.0035,не учитывается,вне акватоий,2019-12-06 00:00:00
4085,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2019-12,т.9 – т.8,Нефтеюганский,71.25833333333334,60.724444444444444,земли лесного фонда ,0.0188,не учитывается,вне акватоий,2019-12-30 00:00:00
4086,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2020-1,т.9 – т.8,Нефтеюганский,71.26277777777777,60.723888888888894,земли лесного фонда ,0.0448,не учитывается,вне акватоий,2020-01-14 00:00:00
4087,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2020-2,т.9 – т.8,Нефтеюганский,71.26277777777777,60.723888888888894,земли лесного фонда ,0.0144,не учитывается,вне акватоий,2020-06-14 00:00:00
4088,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2020-3,т.9 – т.8,Нефтеюганский,71.24888888888889,60.72527777777778,земли лесного фонда ,0.001,не учитывается,вне акватоий,2020-03-17 00:00:00
4089,газовый конденсат,РН-ЮНГ-ЗПСАЛ-2020-4,ДНС З/С - ЦППН-5 (ПГ-1),Нефтеюганский,71.44305555555556,60.86694444444444,земли лесного фонда ,0.003,не учитывается,вне акватоий,2020-04-27 00:00:00
4090,газовый конденсат,РН-ЮНГ-ЗПСАЛ-2020-5,ДНС З/С - ЦППН-5 (ПГ-1),Нефтеюганский,71.35749999999999,60.87555555555556,земли лесного фонда ,0.0007,не учитывается,вне акватоий,2020-06-05 00:00:00
4091,газовый конденсат,РН-ЮНГ-ЗПСАЛ-2020-6,ДНС З/С - ЦППН-5 (ПГ-1),Нефтеюганский,71.54944444444445,60.859722222222224,земли лесного фонда ,0.2993,не учитывается,вне акватоий,2020-07-17 00:00:00
4092,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2020-7,т.17 – т.16,Нефтеюганский,71.25583333333333,60.74583333333334,земли лесного фонда ,0.2835,не учитывается,вне акватоий,2020-08-23 00:00:00
4093,газовый конденсат,РН-ЮНГ-ЗПСАЛ-2020-8,ДНС З/С - ЦППН-5 (ПГ-1),Нефтеюганский,71.51638888888888,60.85944444444445,земли лесного фонда ,0.0129,не учитывается,вне акватоий,2020-11-16 00:00:00
4094,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2020-9,197м от КНС-17 в сторону т.3,Нефтеюганский,71.21888888888888,60.738055555555555,земли промышленности; земли лесного фонда ,1.3288,не учитывается,вне акватоий,2020-08-30 00:00:00
4095,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2020-10,КНС-17-т.3,Нефтеюганский,71.21861111111112,60.738055555555555,земли промышленности; земли лесного фонда ,2.1257,не учитывается,вне акватоий,2020-09-15 00:00:00
4096,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-11,к.23-т.11,Нефтеюганский,71.19416666666667,60.755833333333335,земли лесного фонда ,0.0857,не учитывается,вне акватоий,2020-12-15 00:00:00
4097,газовый конденсат,РН-ЮНГ-ЗПСАЛ-2020-12,ДНС З/С - ЦППН-5 (ПГ-1),Нефтеюганский,71.51388888888889,60.859722222222224,земли лесного фонда ,0.0163,не учитывается,вне акватоий,2020-06-20 00:00:00
4098,газовый конденсат,РН-ЮНГ-ЗПСАЛ-2020-13,ДНС-ЗС-ЦППН-5 (ПГ-1),Нефтеюганский,71.5225,60.85888888888889,земли лесного фонда ,0.0016,не учитывается,вне акватоий,2020-02-24 00:00:00
4099,подтоварная вода,РН-ЮНГ-ЗПСАЛ-2020-14,т.9 – т.8,Нефтеюганский,71.2575,60.724444444444444,земли промышленности; земли лесного фонда ,0.1882,не учитывается,вне акватоий,2020-08-08 00:00:00
4100,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-15,к.33 – т.15,Нефтеюганский,71.28861111111111,60.74333333333333,земли лесного фонда ,0.3651,не учитывается,вне акватоий,2020-09-14 00:00:00
4101,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-16,к.33 – т.15,Нефтеюганский,71.28833333333333,60.743611111111115,земли лесного фонда ,0.3519,не учитывается,вне акватоий,2020-09-25 00:00:00
4102,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-17,к.33 – т.15,Нефтеюганский,71.28805555555556,60.743611111111115,земли лесного фонда ,0.3756,не учитывается,вне акватоий,2020-10-21 00:00:00
4103,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-18,к.33 – т.15,Нефтеюганский,71.28888888888889,60.74333333333333,земли лесного фонда ,0.3106,не учитывается,вне акватоий,2020-11-03 00:00:00
4104,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-19,к.33 – т.15,Нефтеюганский,71.28916666666666,60.74305555555556,земли лесного фонда ,0.3535,не учитывается,вне акватоий,2020-11-05 00:00:00
4105,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-20,к.33 – т.15,Нефтеюганский,71.28916666666666,60.74305555555556,земли лесного фонда ,0.3898,не учитывается,вне акватоий,2020-11-06 00:00:00
4106,ВНЭ,РН-ЮНГ-ЗПСАЛ-2020-21,к.33 – т.15,Нефтеюганский,71.28944444444444,60.74305555555556,земли лесного фонда ,0.3613,не учитывается,вне акватоий,2020-11-10 00:00:00
4108,ВНЭ,РН-ЮНГ-2013-2306,т.33-т.35,Нефтеюганский,71.24791,60.82708,земли лесного фонда,0.045,не учитывается,вне акватоий,данных нет
4109,ВНЭ,РН-ЮНГ-2013-2308,к.42-т.31,Нефтеюганский,71.32308,60.86563,земли лесного фонда,0.18,не учитывается,вне акватоий,данных нет
4110,ВНЭ,РН-ЮНГ-2013-2309,к.42-т.31,Нефтеюганский,71.33042,60.86908,земли лесного фонда,0.3,не учитывается,вне акватоий,данных нет
4111,ВНЭ,РН-ЮНГ-2013-2312,т.27-т.26,Нефтеюганский,71.27088,60.86461,земли лесного фонда,0.04,не учитывается,вне акватоий,данных нет
4112,ВНЭ,РН-ЮНГ-2013-2313,район ДНС-1,Нефтеюганский,71.28138,60.86217,земли лесного фонда,0.14,не учитывается,вне акватоий,данных нет
4113,ВНЭ,РН-ЮНГ-2013-2314,район К №4,Нефтеюганский,71.2837,60.86392,земли лесного фонда,0.084,не учитывается,вне акватоий,данных нет
4114,ВНЭ,РН-ЮНГ-2013-2315,т.вр.ЗУ-7 - т.3,Нефтеюганский,71.26006,60.84621,земли лесного фонда,0.21,не учитывается,вне акватоий,2010-05-18 00:00:00
4115,ВНЭ,РН-ЮНГ-2013-2320,"255 м от К №1 в сторону К №3, слева",Нефтеюганский,71.23227,60.87086,земли лесного фонда,0.8372,не учитывается,вне акватоий,данных нет
4116,ВНЭ,РН-ЮНГ-2013-2323,т.вр.ЗУ-7 - т.3,Нефтеюганский,71.25145,60.84492,земли лесного фонда,0.15,не учитывается,вне акватоий,2010-07-04 00:00:00
4117,ВНЭ,РН-ЮНГ-2013-2324,т.вр.ЗУ-7 - т.3,Нефтеюганский,71.24805,60.84251,земли лесного фонда,1.26,не учитывается,вне акватоий,2010-05-18 00:00:00
4118,ВНЭ,РН-ЮНГ-2013-2325,ЗУ-5 - т.8,Нефтеюганский,71.21553,60.84081,земли лесного фонда,0.09,не учитывается,вне акватоий,данных нет
4119,ВНЭ,РН-ЮНГ-2013-2326,ЗУ-5 - т.8,Нефтеюганский,71.21792,60.83895,земли лесного фонда,0.06,не учитывается,вне акватоий,данных нет
4120,ВНЭ,РН-ЮНГ-2013-2327,ЗУ-5 - т.8,Нефтеюганский,71.21903,60.83813,земли лесного фонда,0.022,не учитывается,вне акватоий,данных нет
4121,ВНЭ,РН-ЮНГ-2013-2328,ЗУ-5 - т.8,Нефтеюганский,71.2201,60.83805,земли лесного фонда,0.015,не учитывается,вне акватоий,данных нет
4122,ВНЭ,РН-ЮНГ-2013-2329,ЗУ-10-т.7,Нефтеюганский,71.22449,60.8164,земли лесного фонда,0.01,не учитывается,вне акватоий,данных нет
4123,ВНЭ,РН-ЮНГ-2013-2330,ЗУ-10-т.7,Нефтеюганский,71.25935,60.7994,земли лесного фонда,0.24,не учитывается,вне акватоий,данных нет
4124,ВНЭ,РН-ЮНГ-2013-2331,ЗУ-10-т.7,Нефтеюганский,71.24348,60.80942,земли лесного фонда,0.037,не учитывается,вне акватоий,данных нет
4125,ВНЭ,РН-ЮНГ-2013-2333,т.вр.ЗУ-7 - т.3,Нефтеюганский,71.25099,60.84511,земли лесного фонда,0.012,не учитывается,вне акватоий,2010-05-18 00:00:00
4126,ВНЭ,РН-ЮНГ-САЛЮС-2017-1,ЗУ-42 - т.2,Нефтеюганский,71.28222222222222,60.86416666666667,земли лесного фонда,0.012,не учитывается,вне акватоий,2017-12-11 00:00:00
4127,ВНЭ,РН-ЮНГ-САЛЮС-2019-1,узел4 (ДНС-Лп) - узел5 (ДНС З/С)(219),Нефтеюганский,71.28999999999999,60.863055555555555,земли лесного фонда ,0.0184,не учитывается,вне акватоий,2019-10-16 00:00:00
4128,ВНЭ,РН-ЮНГ-САЛЮС-2020-1,к.3-ЗУ-3,Нефтеюганский,71.25555555555556,60.86027777777778,земли лесного фонда ,0.2434,не учитывается,вне акватоий,2020-04-01 00:00:00
4129,ВНЭ,РН-ЮНГ-САЛЮС-2020-2,к.11-ЗУ-11,Нефтеюганский,71.24222222222222,60.80888888888889,земли лесного фонда ,0.0165,не учитывается,вне акватоий,2020-12-21 00:00:00
4131,ВНЭ,РН-ЮНГ-2013-2335,к.4(т.31)-т.26,Нефтеюганский,71.46237,61.00796,земли лесного фонда,1.16,не учитывается,вне акватоий,данных нет
4132,ВНЭ,РН-ЮНГ-2013-2336,т.24-т.25,Нефтеюганский,71.44484,61.00658,земли лесного фонда,1.4,не учитывается,вне акватоий,данных нет
4133,ВНЭ,РН-ЮНГ-2013-2339,т.21-ДНС,Нефтеюганский,71.42301,61.00019,земли лесного фонда,3.65,не учитывается,вне акватоий,данных нет
